id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
22321;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;2389.00;15643.00;627.00;2287.00;5.5000;0.0757;163600;CORRECT;0;1;E0: OK
22322;ВР;ВР 35-200-063-3;ВР 35-200-063;630;428.00;11628.00;418.00;2269.00;0.5500;0.0904;306300;ERROR DETECTED;0;1;E4: Efficiency OOR
22323;ВЦ;ВЦ 30-160-050-1;ВЦ 30-160-050;500;3439.00;11227.00;624.00;2353.00;0.7500;0.7948;256600;ERROR DETECTED;0;1;E4: Efficiency OOR
22324;ВО;ВО 30-160-040-5;ВО 30-160-040;400;504.00;14378.00;47.00;2804.00;1.1000;0.0060;199400;ERROR DETECTED;0;1;E4: Efficiency OOR
22325;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;3739.00;10586.00;109.00;2715.00;0.2500;0.4528;275000;ERROR DETECTED;0;1;E4: Efficiency OOR
22326;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;1934.00;29429.00;579.00;2168.00;0.7500;0.4147;115300;ERROR DETECTED;0;1;E4: Efficiency OOR
22327;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;3451.00;15846.00;608.00;3017.00;0.7500;0.7771;314200;ERROR DETECTED;0;1;E4: Efficiency OOR
22328;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;3504.00;30355.00;352.00;2373.00;0.2500;1.3705;236900;ERROR DETECTED;0;1;E4: Efficiency OOR
22329;Ц;Ц 40-250-080-1;Ц 40-250-080;800;3587.00;30433.00;202.00;1958.00;1.5000;0.1342;226600;ERROR DETECTED;0;1;E4: Efficiency OOR
22330;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;613.00;23414.00;478.00;1820.00;2.2000;0.0370;264900;NEEDS CHECK;0;1;E0: OK
22331;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;2077.00;27908.00;154.00;544.00;0.3700;0.2401;65400;ERROR DETECTED;0;1;E4: Efficiency OOR
22332;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;2339.00;25408.00;58.00;2944.00;1.5000;0.0251;321000;ERROR DETECTED;0;1;E4: Efficiency OOR
22333;УВО;УВО 30-160-050-3;УВО 30-160-050;500;2533.00;16886.00;542.00;3177.00;5.5000;0.0693;259500;CORRECT;0;1;E0: OK
22334;ВО;ВО 35-200-063-3;ВО 35-200-063;630;762.00;12573.00;511.00;2285.00;0.3700;0.2923;59800;ERROR DETECTED;0;1;E4: Efficiency OOR
22335;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;968.00;12845.00;565.00;3259.00;1.1000;0.1381;69700;ERROR DETECTED;0;1;E4: Efficiency OOR
22336;УВО;УВО 40-250-080-1;УВО 40-250-080;800;2264.00;16890.00;568.00;3650.00;0.7500;0.4763;50200;ERROR DETECTED;0;1;E4: Efficiency OOR
22337;ВР;ВР 30-160-050-3;ВР 30-160-050;500;794.00;6571.00;646.00;3165.00;7.5000;0.0190;328200;CORRECT;0;1;E0: OK
22338;ВР;ВР 30-160-050-2;ВР 30-160-050;500;3584.00;8143.00;43.00;357.00;11.0000;0.0039;159800;NEEDS CHECK;0;1;E0: OK
22339;УВО;УВО 45-280-100-5;УВО 45-280-100;900;3584.00;11201.00;49.00;2413.00;0.2500;0.1951;48800;ERROR DETECTED;0;1;E4: Efficiency OOR
22340;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3531.00;17805.00;392.00;2711.00;1.1000;0.3495;53300;ERROR DETECTED;0;1;E4: Efficiency OOR
22341;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;3786.00;15399.00;483.00;1896.00;11.0000;0.0462;122600;CORRECT;0;1;E0: OK
22342;ВР;ВР 40-250-080-5;ВР 40-250-080;800;2200.00;3921.00;87.00;2638.00;1.5000;0.0354;74500;CORRECT;0;1;E0: OK
22343;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;3212.00;23433.00;617.00;695.00;1.1000;0.5005;146100;ERROR DETECTED;0;1;E4: Efficiency OOR
22344;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;3385.00;23378.00;629.00;1135.00;4.0000;0.1479;146100;CORRECT;0;1;E0: OK
22345;УВО;УВО 40-250-080-3;УВО 40-250-080;800;2373.00;27585.00;593.00;1411.00;2.2000;0.1777;259200;NEEDS CHECK;0;1;E0: OK
22346;УВО;УВО 40-250-080-1;УВО 40-250-080;800;1891.00;25344.00;238.00;1880.00;3.0000;0.0417;294000;NEEDS CHECK;0;1;E0: OK
22347;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;1503.00;8072.00;460.00;3442.00;7.5000;0.0256;201800;CORRECT;0;1;E0: OK
22348;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;3021.00;16127.00;141.00;1655.00;1.1000;0.1076;328200;ERROR DETECTED;0;1;E4: Efficiency OOR
22349;Ц;Ц 45-280-100-4;Ц 45-280-100;900;3989.00;22179.00;597.00;3632.00;0.3700;1.7879;183800;ERROR DETECTED;0;1;E4: Efficiency OOR
22350;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;1256.00;12500.00;207.00;2078.00;15.0000;0.0048;63500;CORRECT;0;1;E0: OK
22351;ВР;ВР 30-160-040-5;ВР 30-160-040;400;3495.00;19477.00;385.00;1819.00;0.2500;1.4951;270400;ERROR DETECTED;0;1;E4: Efficiency OOR
22352;ВО;ВО 35-200-063-3;ВО 35-200-063;630;3651.00;31121.00;587.00;966.00;4.0000;0.1488;326300;CORRECT;0;1;E0: OK
22353;УВО;УВО 50-315-125-4;УВО 50-315-125;1000;2010.00;19437.00;645.00;3626.00;1.5000;0.2401;98100;ERROR DETECTED;0;1;E4: Efficiency OOR
22354;ВО;ВО 45-280-100-1;ВО 45-280-100;900;3968.00;23375.00;245.00;2447.00;3.0000;0.0900;274700;NEEDS CHECK;0;1;E0: OK
22355;ВР;ВР 56-355-140-1;ВР 56-355-140;1120;1423.00;7435.00;62.00;526.00;0.7500;0.0327;327000;CORRECT;0;1;E0: OK
22356;ВР;ВР 30-160-050-5;ВР 30-160-050;500;3834.00;28816.00;218.00;2503.00;7.5000;0.0310;84400;CORRECT;0;1;E0: OK
22357;ВР;ВР 30-160-040-3;ВР 30-160-040;400;1799.00;8095.00;359.00;2353.00;4.0000;0.0449;147700;CORRECT;0;1;E0: OK
22358;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;3996.00;29156.00;229.00;1162.00;2.2000;0.1155;130200;NEEDS CHECK;0;1;E0: OK
22359;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;394.00;17328.00;624.00;721.00;0.7500;0.0911;211900;ERROR DETECTED;0;1;E4: Efficiency OOR
22360;ВР;ВР 35-200-063-4;ВР 35-200-063;630;2884.00;19768.00;330.00;1399.00;15.0000;0.0176;77900;CORRECT;0;1;E0: OK
22361;Ц;Ц 30-160-040-5;Ц 30-160-040;400;1518.00;11714.00;436.00;2788.00;2.2000;0.0836;300400;NEEDS CHECK;0;1;E0: OK
22362;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;434.00;26552.00;523.00;2892.00;0.2500;0.2522;84800;ERROR DETECTED;0;1;E4: Efficiency OOR
22363;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;2701.00;24205.00;552.00;1744.00;2.2000;0.1883;264800;NEEDS CHECK;0;1;E0: OK
22364;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;2644.00;21961.00;421.00;954.00;0.3700;0.8357;65700;ERROR DETECTED;0;1;E4: Efficiency OOR
22365;ВО;ВО 50-315-125-3;ВО 50-315-125;1000;1854.00;26244.00;206.00;1560.00;3.0000;0.0354;253500;NEEDS CHECK;0;1;E0: OK
22366;ВО;ВО 30-160-040-1;ВО 30-160-040;400;3174.00;24181.00;649.00;836.00;0.5500;1.0404;58500;ERROR DETECTED;0;1;E4: Efficiency OOR
22367;ВР;ВР 40-250-080-5;ВР 40-250-080;800;3079.00;14832.00;422.00;567.00;0.2500;1.4437;179600;ERROR DETECTED;0;1;E4: Efficiency OOR
22368;ВР;ВР 35-200-063-1;ВР 35-200-063;630;1610.00;16083.00;431.00;3265.00;0.7500;0.2570;241200;ERROR DETECTED;0;1;E4: Efficiency OOR
22369;Ц;Ц 40-250-080-2;Ц 40-250-080;800;2235.00;14956.00;484.00;1167.00;15.0000;0.0200;56300;CORRECT;0;1;E0: OK
22370;ВО;ВО 30-160-040-4;ВО 30-160-040;400;1507.00;19723.00;621.00;1403.00;4.0000;0.0650;56400;CORRECT;0;1;E0: OK
22371;ВР;ВР 30-160-050-4;ВР 30-160-050;500;319.00;4670.00;272.00;2951.00;3.0000;0.0080;250700;CORRECT;0;1;E0: OK
22372;Ц;Ц 50-315-125-1;Ц 50-315-125;1000;2924.00;18379.00;229.00;298.00;7.5000;0.0248;125000;CORRECT;0;1;E0: OK
22373;Ц;Ц 35-200-063-5;Ц 35-200-063;630;2689.00;9522.00;184.00;1165.00;7.5000;0.0183;297500;CORRECT;0;1;E0: OK
22374;ВР;ВР 40-250-080-4;ВР 40-250-080;800;2149.00;22681.00;317.00;1906.00;2.2000;0.0860;215400;NEEDS CHECK;0;1;E0: OK
22375;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;1335.00;5660.00;340.00;2459.00;1.1000;0.1146;264400;NEEDS CHECK;0;1;E0: OK
22376;Ц;Ц 45-280-100-5;Ц 45-280-100;900;2281.00;20813.00;76.00;2119.00;3.0000;0.0161;294600;NEEDS CHECK;0;1;E0: OK
22377;Ц;Ц 35-200-063-4;Ц 35-200-063;630;3448.00;15237.00;582.00;2019.00;7.5000;0.0743;275100;CORRECT;0;1;E0: OK
22378;УВО;УВО 35-200-063-4;УВО 35-200-063;630;3565.00;13872.00;415.00;824.00;15.0000;0.0274;139100;CORRECT;0;1;E0: OK
22379;ВР;ВР 30-160-050-4;ВР 30-160-050;500;2525.00;10957.00;311.00;1941.00;4.0000;0.0545;111800;CORRECT;0;1;E0: OK
22380;Ц;Ц 45-280-100-5;Ц 45-280-100;900;1687.00;5175.00;448.00;1914.00;0.5500;0.3817;318300;ERROR DETECTED;0;1;E4: Efficiency OOR
22381;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;641.00;3974.00;603.00;2565.00;3.0000;0.0358;251200;CORRECT;0;1;E0: OK
22382;ВО;ВО 35-200-063-1;ВО 35-200-063;630;1321.00;11148.00;613.00;2622.00;7.5000;0.0300;276300;CORRECT;0;1;E0: OK
22383;ВР;ВР 40-250-080-4;ВР 40-250-080;800;3384.00;10333.00;638.00;2513.00;7.5000;0.0800;85500;CORRECT;0;1;E0: OK
22384;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2345.00;20437.00;489.00;1272.00;3.0000;0.1062;264200;CORRECT;0;1;E0: OK
22385;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;2933.00;21106.00;557.00;2744.00;7.5000;0.0605;274600;CORRECT;0;1;E0: OK
22386;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;3191.00;9416.00;49.00;1452.00;7.5000;0.0058;60900;CORRECT;0;1;E0: OK
22387;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;2127.00;20157.00;343.00;2045.00;0.5500;0.3685;81500;ERROR DETECTED;0;1;E4: Efficiency OOR
22388;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;3360.00;17195.00;378.00;807.00;4.0000;0.0882;257100;CORRECT;0;1;E0: OK
22389;ВР;ВР 56-355-140-1;ВР 56-355-140;1120;1617.00;9742.00;127.00;720.00;0.3700;0.1542;82600;NEEDS CHECK;0;1;E0: OK
22390;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;3117.00;20697.00;168.00;2792.00;5.5000;0.0264;298900;CORRECT;0;1;E0: OK
22391;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3266.00;30991.00;480.00;3237.00;4.0000;0.1089;210100;ERROR DETECTED;0;1;E4: Efficiency OOR
22392;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;1988.00;29951.00;459.00;726.00;15.0000;0.0169;98700;CORRECT;0;1;E0: OK
22393;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;2521.00;10784.00;464.00;2410.00;0.2500;1.2997;220500;ERROR DETECTED;0;1;E4: Efficiency OOR
22394;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;953.00;14155.00;355.00;723.00;11.0000;0.0085;182800;CORRECT;0;1;E0: OK
22395;ВЦ;ВЦ 35-200-063-3;ВЦ 35-200-063;630;831.00;23884.00;409.00;3401.00;3.0000;0.0315;282100;ERROR DETECTED;0;1;E4: Efficiency OOR
22396;ВО;ВО 35-200-063-1;ВО 35-200-063;630;1753.00;20045.00;284.00;905.00;0.2500;0.5532;128400;ERROR DETECTED;0;1;E4: Efficiency OOR
22397;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;538.00;8060.00;122.00;2221.00;0.2500;0.0729;120000;ERROR DETECTED;0;1;E4: Efficiency OOR
22398;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;2660.00;20161.00;92.00;272.00;11.0000;0.0062;324700;CORRECT;0;1;E0: OK
22399;ВР;ВР 40-250-080-3;ВР 40-250-080;800;3540.00;14947.00;408.00;2287.00;7.5000;0.0535;174200;CORRECT;0;1;E0: OK
22400;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;813.00;19676.00;224.00;1211.00;5.5000;0.0092;143600;CORRECT;0;1;E0: OK
22401;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2451.00;28903.00;286.00;2039.00;2.2000;0.0885;182600;ERROR DETECTED;0;1;E4: Efficiency OOR
22402;УВО;УВО 45-280-100-2;УВО 45-280-100;900;1667.00;21422.00;565.00;3241.00;0.2500;1.0465;187300;ERROR DETECTED;0;1;E4: Efficiency OOR
22403;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;3529.00;28732.00;549.00;1444.00;0.5500;0.9785;282500;ERROR DETECTED;0;1;E4: Efficiency OOR
22404;ВР;ВР 45-280-100-3;ВР 45-280-100;900;3300.00;14774.00;477.00;1107.00;3.0000;0.1457;144300;CORRECT;0;1;E0: OK
22405;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;1262.00;11554.00;441.00;2990.00;4.0000;0.0386;227200;CORRECT;0;1;E0: OK
22406;УВО;УВО 45-280-100-5;УВО 45-280-100;900;3174.00;4627.00;102.00;1706.00;2.2000;0.0409;200600;CORRECT;0;1;E0: OK
22407;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;423.00;27674.00;466.00;1118.00;2.2000;0.0249;257500;NEEDS CHECK;0;1;E0: OK
22408;Ц;Ц 35-200-063-5;Ц 35-200-063;630;3868.00;21797.00;619.00;3086.00;4.0000;0.1663;138000;NEEDS CHECK;0;1;E0: OK
22409;ВР;ВР 35-200-063-3;ВР 35-200-063;630;1792.00;10238.00;124.00;756.00;11.0000;0.0056;191800;CORRECT;0;1;E0: OK
22410;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2572.00;8732.00;509.00;1811.00;5.5000;0.0661;68200;CORRECT;0;1;E0: OK
22411;УВО;УВО 45-280-100-1;УВО 45-280-100;900;3007.00;6127.00;186.00;802.00;0.2500;0.6214;83700;ERROR DETECTED;0;1;E4: Efficiency OOR
22412;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;767.00;22416.00;559.00;2058.00;0.3700;0.3219;245900;ERROR DETECTED;0;1;E4: Efficiency OOR
22413;УВО;УВО 35-200-063-1;УВО 35-200-063;630;1529.00;11553.00;150.00;3128.00;2.2000;0.0290;219000;NEEDS CHECK;0;1;E0: OK
22414;ВО;ВО 30-160-050-4;ВО 30-160-050;500;232.00;772.00;590.00;2491.00;3.0000;0.0127;239900;CORRECT;0;1;E0: OK
22415;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;3275.00;5290.00;250.00;1020.00;0.5500;0.4135;270900;NEEDS CHECK;0;1;E0: OK
22416;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;1375.00;26783.00;515.00;2651.00;11.0000;0.0179;170700;CORRECT;0;1;E0: OK
22417;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1250.00;19180.00;357.00;2136.00;1.1000;0.1127;159900;ERROR DETECTED;0;1;E4: Efficiency OOR
22418;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3546.00;30440.00;253.00;877.00;0.7500;0.3323;330600;ERROR DETECTED;0;1;E4: Efficiency OOR
22419;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;3521.00;12460.00;288.00;2167.00;11.0000;0.0256;297200;CORRECT;0;1;E0: OK
22420;ВО;ВО 30-160-040-3;ВО 30-160-040;400;2444.00;14178.00;590.00;1352.00;0.3700;1.0826;266600;ERROR DETECTED;0;1;E4: Efficiency OOR
22421;Ц;Ц 35-200-063-3;Ц 35-200-063;630;2667.00;23246.00;469.00;2753.00;0.5500;0.6317;187300;ERROR DETECTED;0;1;E4: Efficiency OOR
22422;ВО;ВО 30-160-040-2;ВО 30-160-040;400;2986.00;25286.00;121.00;782.00;1.5000;0.0669;307800;NEEDS CHECK;0;1;E0: OK
22423;УВО;УВО 45-280-100-5;УВО 45-280-100;900;1000.00;25599.00;212.00;3085.00;0.7500;0.0785;295100;ERROR DETECTED;0;1;E4: Efficiency OOR
22424;УВО;УВО 30-160-040-3;УВО 30-160-040;400;654.00;5335.00;377.00;2341.00;0.2500;0.2740;261300;ERROR DETECTED;0;1;E4: Efficiency OOR
22425;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;2240.00;29990.00;230.00;1509.00;1.1000;0.1301;225100;ERROR DETECTED;0;1;E4: Efficiency OOR
22426;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;1534.00;23467.00;488.00;822.00;0.3700;0.5620;102700;ERROR DETECTED;0;1;E4: Efficiency OOR
22427;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;3478.00;21227.00;538.00;1451.00;0.3700;1.4048;66700;ERROR DETECTED;0;1;E4: Efficiency OOR
22428;ВО;ВО 35-200-063-2;ВО 35-200-063;630;1785.00;28641.00;342.00;1691.00;5.5000;0.0308;270000;CORRECT;0;1;E0: OK
22429;ВО;ВО 45-280-100-3;ВО 45-280-100;900;1950.00;19762.00;333.00;1903.00;4.0000;0.0451;97100;CORRECT;0;1;E0: OK
22430;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;259.00;7062.00;394.00;2716.00;7.5000;0.0038;308900;CORRECT;0;1;E0: OK
22431;Ц;Ц 40-250-080-2;Ц 40-250-080;800;1748.00;8487.00;231.00;3127.00;15.0000;0.0075;228400;CORRECT;0;1;E0: OK
22432;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;2210.00;23479.00;112.00;2643.00;0.5500;0.1250;205200;ERROR DETECTED;0;1;E4: Efficiency OOR
22433;ВО;ВО 30-160-040-1;ВО 30-160-040;400;908.00;9119.00;602.00;2449.00;0.5500;0.2761;331900;ERROR DETECTED;0;1;E4: Efficiency OOR
22434;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;1980.00;16051.00;354.00;2735.00;3.0000;0.0649;243500;NEEDS CHECK;0;1;E0: OK
22435;Ц;Ц 45-280-100-3;Ц 45-280-100;900;2570.00;26348.00;42.00;3074.00;11.0000;0.0027;106300;CORRECT;0;1;E0: OK
22436;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;2915.00;24078.00;313.00;1266.00;11.0000;0.0230;170600;CORRECT;0;1;E0: OK
22437;ВР;ВР 40-250-080-2;ВР 40-250-080;800;973.00;20516.00;381.00;540.00;0.5500;0.1872;85500;ERROR DETECTED;0;1;E4: Efficiency OOR
22438;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;221.00;23215.00;85.00;151.00;0.2500;0.0209;118400;NEEDS CHECK;0;1;E0: OK
22439;ВО;ВО 30-160-050-1;ВО 30-160-050;500;1670.00;9896.00;174.00;3295.00;0.5500;0.1468;329000;ERROR DETECTED;0;1;E4: Efficiency OOR
22440;УВО;УВО 30-160-050-5;УВО 30-160-050;500;3142.00;15417.00;432.00;3620.00;0.2500;1.5082;322000;ERROR DETECTED;0;1;E4: Efficiency OOR
22441;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;1768.00;4590.00;497.00;1024.00;0.2500;0.9763;194900;ERROR DETECTED;0;1;E4: Efficiency OOR
22442;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;942.00;10078.00;516.00;2009.00;5.5000;0.0245;97200;CORRECT;0;1;E0: OK
22443;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;2525.00;4466.00;441.00;2206.00;1.5000;0.2062;256200;CORRECT;0;1;E0: OK
22444;УВО;УВО 45-280-100-5;УВО 45-280-100;900;1695.00;17335.00;479.00;687.00;0.5500;0.4101;148200;ERROR DETECTED;0;1;E4: Efficiency OOR
22445;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1177.00;28846.00;396.00;663.00;0.5500;0.2354;205100;ERROR DETECTED;0;1;E4: Efficiency OOR
22446;ВР;ВР 30-160-040-4;ВР 30-160-040;400;3568.00;10596.00;169.00;3258.00;3.0000;0.0558;76800;NEEDS CHECK;0;1;E0: OK
22447;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;832.00;10355.00;130.00;2887.00;2.2000;0.0137;179800;NEEDS CHECK;0;1;E0: OK
22448;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;1966.00;12289.00;430.00;2678.00;2.2000;0.1067;289700;NEEDS CHECK;0;1;E0: OK
22449;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;1886.00;22506.00;162.00;1350.00;0.5500;0.1543;309700;ERROR DETECTED;0;1;E4: Efficiency OOR
22450;ВР;ВР 30-160-040-1;ВР 30-160-040;400;220.00;28094.00;53.00;2960.00;0.3700;0.0088;277500;ERROR DETECTED;0;1;E4: Efficiency OOR
22451;ВР;ВР 30-160-050-4;ВР 30-160-050;500;2291.00;11678.00;540.00;3586.00;0.3700;0.9288;293800;ERROR DETECTED;0;1;E4: Efficiency OOR
22452;ВО;ВО 45-280-100-2;ВО 45-280-100;900;980.00;7392.00;190.00;1571.00;11.0000;0.0047;329200;CORRECT;0;1;E0: OK
22453;Ц;Ц 30-160-050-2;Ц 30-160-050;500;2169.00;16677.00;208.00;2888.00;11.0000;0.0114;154600;CORRECT;0;1;E0: OK
22454;Ц;Ц 30-160-050-3;Ц 30-160-050;500;1549.00;3504.00;158.00;1610.00;1.1000;0.0618;291700;CORRECT;0;1;E0: OK
22455;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;2091.00;20253.00;471.00;2311.00;0.3700;0.7394;71400;ERROR DETECTED;0;1;E4: Efficiency OOR
22456;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;2651.00;5978.00;165.00;2384.00;2.2000;0.0552;185500;CORRECT;0;1;E0: OK
22457;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;2752.00;10305.00;251.00;1535.00;4.0000;0.0480;89600;CORRECT;0;1;E0: OK
22458;ВР;ВР 30-160-040-2;ВР 30-160-040;400;1816.00;21611.00;438.00;1410.00;0.3700;0.5972;227200;ERROR DETECTED;0;1;E4: Efficiency OOR
22459;Ц;Ц 35-200-063-5;Ц 35-200-063;630;395.00;22144.00;59.00;2170.00;3.0000;0.0022;306200;NEEDS CHECK;0;1;E0: OK
22460;ВР;ВР 40-250-080-3;ВР 40-250-080;800;603.00;23699.00;257.00;756.00;4.0000;0.0108;162100;CORRECT;0;1;E0: OK
22461;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;756.00;7566.00;542.00;814.00;7.5000;0.0152;326800;CORRECT;0;1;E0: OK
22462;ВР;ВР 35-200-063-3;ВР 35-200-063;630;1789.00;19852.00;367.00;484.00;0.3700;0.4929;148800;ERROR DETECTED;0;1;E4: Efficiency OOR
22463;Ц;Ц 45-280-100-1;Ц 45-280-100;900;1201.00;18299.00;415.00;3393.00;7.5000;0.0185;102200;CORRECT;0;1;E0: OK
22464;УВО;УВО 35-200-063-2;УВО 35-200-063;630;2723.00;10621.00;204.00;1904.00;11.0000;0.0140;214400;CORRECT;0;1;E0: OK
22465;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;2124.00;29163.00;499.00;1571.00;0.7500;0.3925;64900;ERROR DETECTED;0;1;E4: Efficiency OOR
22466;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;1680.00;8490.00;451.00;682.00;1.5000;0.1403;300000;CORRECT;0;1;E0: OK
22467;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2565.00;10698.00;120.00;2738.00;0.2500;0.3420;126600;ERROR DETECTED;0;1;E4: Efficiency OOR
22468;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2116.00;12890.00;468.00;3497.00;5.5000;0.0500;45100;CORRECT;0;1;E0: OK
22469;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1431.00;5726.00;557.00;2383.00;5.5000;0.0403;50600;CORRECT;0;1;E0: OK
22470;УВО;УВО 35-200-063-4;УВО 35-200-063;630;1850.00;5637.00;126.00;3194.00;4.0000;0.0162;333700;CORRECT;0;1;E0: OK
22471;УВО;УВО 30-160-050-1;УВО 30-160-050;500;3092.00;4162.00;532.00;1864.00;4.0000;0.1142;204400;CORRECT;0;1;E0: OK
22472;ВО;ВО 35-200-063-5;ВО 35-200-063;630;3513.00;11793.00;62.00;2508.00;3.0000;0.0202;162000;CORRECT;0;1;E0: OK
22473;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;1011.00;5209.00;308.00;2726.00;0.5500;0.1573;258900;ERROR DETECTED;0;1;E4: Efficiency OOR
22474;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3010.00;16757.00;162.00;2912.00;3.0000;0.0452;251900;NEEDS CHECK;0;1;E0: OK
22475;УВО;УВО 40-250-080-2;УВО 40-250-080;800;1225.00;12117.00;321.00;2793.00;2.2000;0.0496;133900;NEEDS CHECK;0;1;E0: OK
22476;ВО;ВО 30-160-040-4;ВО 30-160-040;400;3514.00;31124.00;621.00;3784.00;5.5000;0.1102;125300;NEEDS CHECK;0;1;E0: OK
22477;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;2365.00;28220.00;286.00;559.00;0.2500;0.7515;228300;ERROR DETECTED;0;1;E4: Efficiency OOR
22478;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3382.00;18955.00;417.00;2128.00;7.5000;0.0522;178100;CORRECT;0;1;E0: OK
22479;Ц;Ц 35-200-063-5;Ц 35-200-063;630;596.00;24657.00;80.00;2206.00;4.0000;0.0033;166900;NEEDS CHECK;0;1;E0: OK
22480;ВР;ВР 45-280-100-5;ВР 45-280-100;900;1183.00;4482.00;230.00;2084.00;11.0000;0.0069;282300;CORRECT;0;1;E0: OK
22481;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;1381.00;3423.00;548.00;2985.00;7.5000;0.0280;143500;CORRECT;0;1;E0: OK
22482;ВО;ВО 45-280-100-1;ВО 45-280-100;900;2481.00;5895.00;435.00;3197.00;3.0000;0.0999;302400;CORRECT;0;1;E0: OK
22483;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;688.00;1409.00;271.00;1486.00;0.2500;0.2072;72900;NEEDS CHECK;0;1;E0: OK
