id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
10391;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;2205.00;9484.00;367.00;3404.00;0.2500;0.8992;338700;CORRECT;0;1;OK
10392;ВКОП;ВКОП 50-315-125-1;ВКОП 50-315-125;1000;2908.00;19766.00;220.00;2410.00;11.0000;0.0162;200900;CORRECT;0;1;OK
10393;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;1297.00;25587.00;465.00;3583.00;7.5000;0.0223;141100;CORRECT;0;1;OK
10394;Ц;Ц 40-250-080-1;Ц 40-250-080;800;1266.00;21734.00;249.00;2987.00;2.2000;0.0398;169000;CORRECT;0;1;OK
10395;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;1817.00;8085.00;491.00;1908.00;2.2000;0.1126;201200;CORRECT;0;1;OK
10396;ВР;ВР 30-160-050-5;ВР 30-160-050;500;3753.00;29223.00;79.00;2517.00;1.5000;0.0549;221600;CORRECT;0;1;OK
10397;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;267.00;2787.00;443.00;1315.00;2.2000;0.0149;106900;NEEDS CHECK;0;1;OK
10398;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;1792.00;10778.00;97.00;1971.00;4.0000;0.0121;74000;CORRECT;0;1;OK
10399;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;642.00;4104.00;249.00;3333.00;7.5000;0.0059;147400;NEEDS CHECK;0;1;OK
10400;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;3266.00;24468.00;292.00;2817.00;2.2000;0.1204;128900;CORRECT;0;1;OK
10401;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;3335.00;30108.00;649.00;1997.00;5.5000;0.1093;330200;CORRECT;0;1;OK
10402;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;2120.00;25458.00;102.00;1522.00;1.5000;0.0400;315900;CORRECT;0;1;OK
10403;УВО;УВО 45-280-100-1;УВО 45-280-100;900;2142.00;5563.00;226.00;3116.00;5.5000;0.0244;246400;CORRECT;0;1;OK
10404;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;593.00;11764.00;339.00;3271.00;4.0000;0.0140;295700;CORRECT;0;1;OK
10405;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;2550.00;11153.00;262.00;3160.00;0.3700;0.5016;112400;CORRECT;0;1;OK
10406;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;998.00;16930.00;308.00;2081.00;0.2500;0.3415;78700;CORRECT;0;1;OK
10407;ВО;ВО 40-250-080-5;ВО 40-250-080;800;3658.00;21713.00;334.00;694.00;1.5000;0.2263;297700;CORRECT;0;1;OK
10408;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;3238.00;23645.00;109.00;2314.00;1.1000;0.0891;241200;CORRECT;0;1;OK
10409;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;1646.00;28245.00;463.00;3596.00;0.3700;0.5721;273400;CORRECT;0;1;OK
10410;Ц;Ц 35-200-063-3;Ц 35-200-063;630;2485.00;22646.00;200.00;885.00;0.7500;0.1841;238200;CORRECT;0;1;OK
10411;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1523.00;20254.00;542.00;3328.00;0.2500;0.9172;147200;CORRECT;0;1;OK
10412;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;3344.00;8688.00;600.00;3572.00;0.5500;1.0133;161800;NEEDS CHECK;0;1;OK
10413;ВО;ВО 35-200-063-2;ВО 35-200-063;630;2424.00;17303.00;579.00;3137.00;3.0000;0.1300;241300;CORRECT;0;1;OK
10414;Ц;Ц 30-160-050-3;Ц 30-160-050;500;3488.00;23603.00;459.00;1739.00;3.0000;0.1482;260200;CORRECT;0;1;OK
10415;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;3683.00;28350.00;550.00;1689.00;2.2000;0.2558;233700;CORRECT;0;1;OK
10416;ВР;ВР 30-160-040-4;ВР 30-160-040;400;3003.00;8447.00;572.00;1627.00;0.3700;1.2896;50100;NEEDS CHECK;0;1;OK
10417;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;3173.00;26095.00;90.00;2295.00;4.0000;0.0198;328000;CORRECT;0;1;OK
10418;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;3231.00;13905.00;399.00;3521.00;0.2500;1.4324;222400;NEEDS CHECK;0;1;OK
10419;УВО;УВО 30-160-040-1;УВО 30-160-040;400;1510.00;19369.00;50.00;545.00;0.2500;0.0839;336500;CORRECT;0;1;OK
10420;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;2192.00;22173.00;543.00;1657.00;1.1000;0.3006;273100;CORRECT;0;1;OK
10421;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;2029.00;19941.00;601.00;2399.00;2.2000;0.1540;246300;CORRECT;0;1;OK
10422;Ц;Ц 35-200-063-4;Ц 35-200-063;630;3324.00;14653.00;288.00;1236.00;0.7500;0.3546;277800;CORRECT;0;1;OK
10423;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;1872.00;9871.00;243.00;2257.00;5.5000;0.0230;126900;CORRECT;0;1;OK
10424;Ц;Ц 40-250-080-2;Ц 40-250-080;800;2256.00;6506.00;116.00;1578.00;0.2500;0.2908;159500;CORRECT;0;1;OK
10425;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;2450.00;23882.00;550.00;1603.00;1.1000;0.3403;71300;CORRECT;0;1;OK
10426;ВР;ВР 30-160-050-1;ВР 30-160-050;500;2658.00;12653.00;48.00;1406.00;7.5000;0.0047;177300;NEEDS CHECK;0;1;OK
10427;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;308.00;21265.00;529.00;3206.00;5.5000;0.0082;130900;CORRECT;0;1;OK
10428;УВО;УВО 30-160-040-3;УВО 30-160-040;400;1655.00;21406.00;538.00;2434.00;0.7500;0.3298;242900;CORRECT;0;1;OK
10429;ВКОП;ВКОП 45-280-100-5;ВКОП 45-280-100;900;3276.00;28072.00;364.00;2792.00;0.3700;0.8952;336800;CORRECT;0;1;OK
10430;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;2185.00;26300.00;277.00;1919.00;2.2000;0.0764;152400;CORRECT;0;1;OK
10431;УВО;УВО 40-250-080-5;УВО 40-250-080;800;2359.00;14330.00;576.00;2470.00;15.0000;0.0252;310200;NEEDS CHECK;0;1;OK
10432;Ц;Ц 45-280-100-3;Ц 45-280-100;900;3899.00;25848.00;410.00;2314.00;0.3700;1.2001;104300;NEEDS CHECK;0;1;OK
10433;Ц;Ц 45-280-100-5;Ц 45-280-100;900;1236.00;10335.00;310.00;3320.00;5.5000;0.0194;78800;CORRECT;0;1;OK
10434;ВЦ;ВЦ 30-160-050-5;ВЦ 30-160-050;500;1511.00;7944.00;387.00;2398.00;1.1000;0.1477;294900;CORRECT;0;1;OK
10435;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;1996.00;23474.00;201.00;576.00;0.5500;0.2026;311100;CORRECT;0;1;OK
10436;ВР;ВР 45-280-100-4;ВР 45-280-100;900;2020.00;14617.00;432.00;779.00;15.0000;0.0162;87600;NEEDS CHECK;0;1;OK
10437;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;3610.00;21121.00;520.00;1930.00;1.5000;0.3476;326900;CORRECT;0;1;OK
10438;ВО;ВО 30-160-050-2;ВО 30-160-050;500;3534.00;23519.00;81.00;2749.00;15.0000;0.0053;76300;CORRECT;0;1;OK
10439;ВР;ВР 45-280-100-1;ВР 45-280-100;900;1509.00;11402.00;399.00;3477.00;0.3700;0.4520;165600;CORRECT;0;1;OK
10440;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;1692.00;11510.00;73.00;1444.00;11.0000;0.0031;80200;NEEDS CHECK;0;1;OK
10441;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1440.00;7998.00;337.00;2061.00;0.5500;0.2451;291000;CORRECT;0;1;OK
10442;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2698.00;10875.00;292.00;568.00;15.0000;0.0146;258000;NEEDS CHECK;0;1;OK
10443;ВР;ВР 30-160-050-2;ВР 30-160-050;500;1723.00;28156.00;239.00;3212.00;1.5000;0.0763;292600;CORRECT;0;1;OK
10444;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;2946.00;21196.00;60.00;2446.00;2.2000;0.0223;309100;CORRECT;0;1;OK
10445;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2634.00;16350.00;40.00;2241.00;3.0000;0.0098;301200;CORRECT;0;1;OK
10446;Ц;Ц 35-200-063-4;Ц 35-200-063;630;2265.00;24117.00;605.00;1254.00;15.0000;0.0254;294600;NEEDS CHECK;0;1;OK
10447;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1213.00;3266.00;642.00;2612.00;3.0000;0.0721;315200;CORRECT;0;1;OK
10448;Ц;Ц 30-160-050-4;Ц 30-160-050;500;3663.00;16772.00;461.00;622.00;5.5000;0.0853;306400;NEEDS CHECK;0;1;OK
10449;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;1572.00;2436.00;96.00;2956.00;7.5000;0.0056;190400;NEEDS CHECK;0;1;OK
10450;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;2017.00;25594.00;183.00;2693.00;2.2000;0.0466;59200;CORRECT;0;1;OK
10451;Ц;Ц 30-160-040-1;Ц 30-160-040;400;2008.00;22567.00;276.00;3236.00;0.5500;0.2799;122300;CORRECT;0;1;OK
10452;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;2037.00;19471.00;202.00;1667.00;1.1000;0.1039;169500;CORRECT;0;1;OK
10453;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;1446.00;23923.00;120.00;3192.00;1.5000;0.0321;307000;CORRECT;0;1;OK
10454;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;2010.00;12978.00;248.00;2690.00;4.0000;0.0346;276800;CORRECT;0;1;OK
10455;ВО;ВО 35-200-063-3;ВО 35-200-063;630;2467.00;5934.00;644.00;2959.00;3.0000;0.1471;62900;CORRECT;0;1;OK
10456;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;1445.00;2179.00;546.00;1944.00;11.0000;0.0199;150100;NEEDS CHECK;0;1;OK
10457;Ц;Ц 45-280-100-1;Ц 45-280-100;900;1693.00;8608.00;441.00;1878.00;5.5000;0.0377;295200;NEEDS CHECK;0;1;OK
10458;ВО;ВО 40-250-080-5;ВО 40-250-080;800;1088.00;21878.00;419.00;605.00;15.0000;0.0084;57600;NEEDS CHECK;0;1;OK
10459;ВР;ВР 30-160-040-2;ВР 30-160-040;400;3690.00;5679.00;458.00;2990.00;2.2000;0.2134;140200;CORRECT;0;1;OK
10460;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;2390.00;6388.00;365.00;2004.00;4.0000;0.0606;334800;CORRECT;0;1;OK
10461;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;3591.00;10092.00;535.00;2717.00;1.5000;0.3558;280800;CORRECT;0;1;OK
10462;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;3357.00;8955.00;154.00;1386.00;11.0000;0.0131;134400;NEEDS CHECK;0;1;OK
10463;ВР;ВР 30-160-040-2;ВР 30-160-040;400;2137.00;6026.00;530.00;1568.00;0.2500;1.2585;145700;NEEDS CHECK;0;1;OK
10464;УВО;УВО 30-160-040-5;УВО 30-160-040;400;1723.00;19612.00;260.00;446.00;2.2000;0.0566;181700;CORRECT;0;1;OK
10465;Ц;Ц 45-280-100-2;Ц 45-280-100;900;3724.00;18152.00;568.00;1124.00;2.2000;0.2671;129800;CORRECT;0;1;OK
10466;ВО;ВО 45-280-100-4;ВО 45-280-100;900;1943.00;13452.00;463.00;701.00;2.2000;0.1136;297000;CORRECT;0;1;OK
10467;ВР;ВР 35-200-063-5;ВР 35-200-063;630;1657.00;16866.00;289.00;3349.00;15.0000;0.0089;216500;NEEDS CHECK;0;1;OK
10468;ВР;ВР 30-160-040-1;ВР 30-160-040;400;1504.00;26417.00;492.00;2513.00;7.5000;0.0274;230400;CORRECT;0;1;OK
10469;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;932.00;12186.00;585.00;3301.00;5.5000;0.0275;308200;CORRECT;0;1;OK
10470;УВО;УВО 30-160-040-1;УВО 30-160-040;400;2773.00;20986.00;367.00;1749.00;4.0000;0.0707;124200;CORRECT;0;1;OK
10471;ВО;ВО 35-200-063-4;ВО 35-200-063;630;2263.00;12329.00;408.00;2393.00;7.5000;0.0342;69300;CORRECT;0;1;OK
10472;УВО;УВО 30-160-040-2;УВО 30-160-040;400;1380.00;5620.00;56.00;1278.00;0.3700;0.0580;76000;CORRECT;0;1;OK
10473;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;2575.00;11093.00;159.00;1872.00;2.2000;0.0517;319200;CORRECT;0;1;OK
10474;Ц;Ц 30-160-040-4;Ц 30-160-040;400;3339.00;26138.00;157.00;559.00;1.5000;0.0971;237200;CORRECT;0;1;OK
10475;Ц;Ц 40-250-080-4;Ц 40-250-080;800;565.00;8633.00;331.00;449.00;11.0000;0.0047;275900;NEEDS CHECK;0;1;OK
10476;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;384.00;2263.00;82.00;1409.00;1.5000;0.0058;202700;NEEDS CHECK;0;1;OK
10477;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;2605.00;7619.00;173.00;2787.00;3.0000;0.0417;257900;CORRECT;0;1;OK
10478;УВО;УВО 45-280-100-1;УВО 45-280-100;900;3996.00;25821.00;433.00;1753.00;5.5000;0.0874;206300;CORRECT;0;1;OK
10479;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1990.00;23760.00;396.00;3473.00;11.0000;0.0199;310300;CORRECT;0;1;OK
10480;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;3429.00;25405.00;443.00;1357.00;4.0000;0.1055;256500;CORRECT;0;1;OK
10481;ВР;ВР 40-250-080-2;ВР 40-250-080;800;3766.00;9664.00;351.00;1887.00;1.5000;0.2448;312300;CORRECT;0;1;OK
10482;Ц;Ц 30-160-040-4;Ц 30-160-040;400;357.00;18026.00;266.00;1281.00;1.5000;0.0176;200600;CORRECT;0;1;OK
10483;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;1267.00;10684.00;456.00;2150.00;11.0000;0.0146;63400;NEEDS CHECK;0;1;OK
10484;ВКОП;ВКОП 50-315-125-1;ВКОП 50-315-125;1000;1264.00;13461.00;256.00;2729.00;11.0000;0.0082;54500;NEEDS CHECK;0;1;OK
10485;ВР;ВР 50-315-125-5;ВР 50-315-125;1000;3754.00;29177.00;596.00;3663.00;2.2000;0.2825;131800;CORRECT;0;1;OK
10486;ВР;ВР 30-160-040-3;ВР 30-160-040;400;241.00;23266.00;629.00;2221.00;0.3700;0.1138;274300;CORRECT;0;1;OK
10487;ВКОП;ВКОП 45-280-100-5;ВКОП 45-280-100;900;2256.00;17430.00;255.00;606.00;3.0000;0.0533;307700;CORRECT;0;1;OK
10488;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;2384.00;21265.00;145.00;1107.00;0.2500;0.3841;331000;CORRECT;0;1;OK
10489;ВР;ВР 40-250-080-5;ВР 40-250-080;800;644.00;23405.00;224.00;2524.00;0.3700;0.1083;73600;CORRECT;0;1;OK
10490;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;1533.00;10589.00;458.00;2085.00;0.5500;0.3546;275200;CORRECT;0;1;OK
10491;ВО;ВО 30-160-040-2;ВО 30-160-040;400;3747.00;15688.00;264.00;2041.00;0.3700;0.7426;276400;CORRECT;0;1;OK
10492;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;2053.00;15485.00;216.00;928.00;15.0000;0.0082;230900;NEEDS CHECK;0;1;OK
10493;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;1465.00;17965.00;326.00;1866.00;0.2500;0.5307;76400;CORRECT;0;1;OK
10494;Ц;Ц 45-280-100-5;Ц 45-280-100;900;2726.00;28904.00;502.00;1042.00;3.0000;0.1267;160500;CORRECT;0;1;OK
10495;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;3370.00;20124.00;136.00;1923.00;0.2500;0.5092;135400;CORRECT;0;1;OK
10496;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;1285.00;29122.00;298.00;2182.00;0.3700;0.2875;219500;CORRECT;0;1;OK
10497;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;1275.00;26877.00;147.00;1712.00;0.5500;0.0947;181900;CORRECT;0;1;OK
10498;ВР;ВР 35-200-063-5;ВР 35-200-063;630;3230.00;24467.00;186.00;2691.00;15.0000;0.0111;194800;CORRECT;0;1;OK
10499;Ц;Ц 35-200-063-3;Ц 35-200-063;630;553.00;22675.00;627.00;1146.00;0.7500;0.1284;287600;CORRECT;0;1;OK
10500;УВО;УВО 30-160-040-3;УВО 30-160-040;400;2636.00;19716.00;536.00;2341.00;0.5500;0.7136;144200;CORRECT;0;1;OK
10501;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;2019.00;10597.00;648.00;2304.00;1.5000;0.2423;131300;CORRECT;0;1;OK
10502;ВР;ВР 30-160-050-4;ВР 30-160-050;500;2944.00;17104.00;42.00;2979.00;15.0000;0.0023;192400;NEEDS CHECK;0;1;OK
10503;Ц;Ц 50-315-125-1;Ц 50-315-125;1000;1473.00;16278.00;307.00;3481.00;1.1000;0.1142;134300;CORRECT;0;1;OK
10504;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;979.00;13023.00;235.00;1441.00;0.5500;0.1162;230100;CORRECT;0;1;OK
10505;ВР;ВР 40-250-080-1;ВР 40-250-080;800;2481.00;9451.00;186.00;1998.00;11.0000;0.0117;91200;NEEDS CHECK;0;1;OK
10506;ВО;ВО 45-280-100-3;ВО 45-280-100;900;703.00;23745.00;408.00;1869.00;0.3700;0.2153;229300;CORRECT;0;1;OK
10507;ВР;ВР 30-160-050-3;ВР 30-160-050;500;3365.00;8497.00;532.00;1971.00;0.2500;1.9891;255700;NEEDS CHECK;0;1;OK
10508;УВО;УВО 45-280-100-1;УВО 45-280-100;900;2291.00;11765.00;578.00;1332.00;11.0000;0.0334;274900;NEEDS CHECK;0;1;OK
10509;ВО;ВО 40-250-080-1;ВО 40-250-080;800;819.00;14140.00;232.00;1123.00;1.1000;0.0480;141600;CORRECT;0;1;OK
10510;Ц;Ц 45-280-100-2;Ц 45-280-100;900;2201.00;20051.00;147.00;3200.00;15.0000;0.0060;124400;CORRECT;0;1;OK
10511;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;2048.00;10656.00;289.00;972.00;2.2000;0.0747;280300;CORRECT;0;1;OK
10512;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;1998.00;12047.00;484.00;3050.00;1.5000;0.1791;311700;CORRECT;0;1;OK
10513;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;3322.00;16431.00;590.00;2468.00;7.5000;0.0726;285000;CORRECT;0;1;OK
10514;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2555.00;12542.00;314.00;2850.00;5.5000;0.0405;83200;CORRECT;0;1;OK
10515;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1619.00;22998.00;546.00;1239.00;11.0000;0.0223;256400;NEEDS CHECK;0;1;OK
10516;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;3105.00;30310.00;44.00;2906.00;1.5000;0.0253;256900;CORRECT;0;1;OK
10517;Ц;Ц 40-250-080-4;Ц 40-250-080;800;2846.00;19775.00;254.00;3430.00;0.5500;0.3651;145300;CORRECT;0;1;OK
10518;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;3894.00;27762.00;251.00;740.00;3.0000;0.0905;52700;CORRECT;0;1;OK
10519;ВР;ВР 30-160-050-3;ВР 30-160-050;500;368.00;7663.00;607.00;3444.00;4.0000;0.0155;144300;CORRECT;0;1;OK
10520;ВО;ВО 30-160-040-3;ВО 30-160-040;400;3458.00;25740.00;138.00;2285.00;0.2500;0.5302;253600;CORRECT;0;1;OK
10521;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;3549.00;4420.00;201.00;1273.00;2.2000;0.0901;326900;CORRECT;0;1;OK
10522;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3768.00;23830.00;267.00;2368.00;4.0000;0.0699;236500;CORRECT;0;1;OK
10523;ВО;ВО 30-160-040-1;ВО 30-160-040;400;1648.00;11192.00;286.00;2643.00;3.0000;0.0436;94400;CORRECT;0;1;OK
10524;ВР;ВР 40-250-080-2;ВР 40-250-080;800;1265.00;28278.00;128.00;1478.00;5.5000;0.0082;56200;CORRECT;0;1;OK
10525;Ц;Ц 40-250-080-4;Ц 40-250-080;800;250.00;17137.00;470.00;1271.00;0.7500;0.0435;244200;CORRECT;0;1;OK
10526;ВР;ВР 30-160-040-3;ВР 30-160-040;400;1826.00;3567.00;184.00;1914.00;7.5000;0.0124;120200;NEEDS CHECK;0;1;OK
10527;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;2461.00;23902.00;174.00;816.00;1.5000;0.0793;333400;CORRECT;0;1;OK
10528;Ц;Ц 30-160-050-4;Ц 30-160-050;500;2826.00;6579.00;290.00;1721.00;0.2500;0.9106;110700;CORRECT;0;1;OK
10529;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;1384.00;2970.00;119.00;1492.00;3.0000;0.0152;305200;NEEDS CHECK;0;1;OK
10530;Ц;Ц 30-160-040-4;Ц 30-160-040;400;756.00;24491.00;576.00;889.00;0.2500;0.4838;295400;CORRECT;0;1;OK
10531;Ц;Ц 35-200-063-2;Ц 35-200-063;630;3752.00;18101.00;583.00;2253.00;2.2000;0.2762;71000;CORRECT;0;1;OK
10532;УВО;УВО 30-160-050-4;УВО 30-160-050;500;2462.00;6007.00;440.00;2772.00;15.0000;0.0201;130900;NEEDS CHECK;0;1;OK
10533;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2012.00;9918.00;522.00;1374.00;0.2500;1.1670;282700;NEEDS CHECK;0;1;OK
10534;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2569.00;3655.00;239.00;2824.00;0.2500;0.6822;126200;CORRECT;0;1;OK
10535;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3663.00;30065.00;440.00;1215.00;2.2000;0.2035;65700;CORRECT;0;1;OK
10536;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;2870.00;12693.00;544.00;1763.00;4.0000;0.1084;280300;CORRECT;0;1;OK
10537;УВО;УВО 45-280-100-5;УВО 45-280-100;900;3653.00;21508.00;215.00;523.00;0.7500;0.2909;287100;CORRECT;0;1;OK
10538;ВО;ВО 45-280-100-1;ВО 45-280-100;900;3844.00;15163.00;218.00;893.00;5.5000;0.0423;153600;NEEDS CHECK;0;1;OK
10539;ВО;ВО 30-160-050-5;ВО 30-160-050;500;2057.00;24531.00;218.00;1611.00;1.1000;0.1132;103700;CORRECT;0;1;OK
10540;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2455.00;25366.00;342.00;2396.00;15.0000;0.0155;197900;CORRECT;0;1;OK
10541;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2272.00;20368.00;451.00;1776.00;1.5000;0.1898;185600;CORRECT;0;1;OK
10542;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;435.00;16517.00;627.00;1388.00;11.0000;0.0069;269600;NEEDS CHECK;0;1;OK
10543;ВО;ВО 40-250-080-4;ВО 40-250-080;800;2652.00;30540.00;575.00;1616.00;3.0000;0.1412;233400;CORRECT;0;1;OK
10544;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;2855.00;3914.00;326.00;1753.00;4.0000;0.0646;327900;NEEDS CHECK;0;1;OK
10545;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;255.00;25058.00;551.00;3663.00;3.0000;0.0130;73400;CORRECT;0;1;OK
10546;Ц;Ц 30-160-050-1;Ц 30-160-050;500;2017.00;28388.00;188.00;627.00;7.5000;0.0140;164000;NEEDS CHECK;0;1;OK
10547;ВР;ВР 45-280-100-5;ВР 45-280-100;900;209.00;9974.00;237.00;1145.00;0.7500;0.0183;241400;CORRECT;0;1;OK
10548;Ц;Ц 40-250-080-5;Ц 40-250-080;800;1922.00;11093.00;58.00;581.00;0.2500;0.1239;208700;CORRECT;0;1;OK
10549;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;3831.00;24584.00;244.00;1149.00;1.5000;0.1731;48700;CORRECT;0;1;OK
10550;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;3515.00;16572.00;95.00;2957.00;5.5000;0.0169;85500;CORRECT;0;1;OK
10551;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;734.00;26155.00;435.00;2117.00;0.7500;0.1183;106300;CORRECT;0;1;OK
10552;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;414.00;18927.00;199.00;1028.00;0.3700;0.0619;78400;CORRECT;0;1;OK
10553;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;695.00;20923.00;636.00;1894.00;1.5000;0.0819;176000;CORRECT;0;1;OK
10554;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2672.00;24991.00;626.00;2158.00;0.2500;1.8585;83500;NEEDS CHECK;0;1;OK
10555;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;223.00;27921.00;380.00;2121.00;15.0000;0.0016;167000;CORRECT;0;1;OK
10556;Ц;Ц 35-200-063-2;Ц 35-200-063;630;3487.00;17657.00;271.00;1815.00;5.5000;0.0477;90600;CORRECT;0;1;OK
10557;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;1177.00;13522.00;226.00;1356.00;0.3700;0.1997;59700;CORRECT;0;1;OK
10558;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;3502.00;21279.00;425.00;2436.00;0.3700;1.1174;253000;NEEDS CHECK;0;1;OK
10559;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;288.00;6310.00;341.00;2771.00;0.5500;0.0496;237000;CORRECT;0;1;OK
10560;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;1377.00;4536.00;348.00;2773.00;0.2500;0.5324;291800;CORRECT;0;1;OK
10561;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;984.00;6437.00;171.00;3142.00;3.0000;0.0156;303500;CORRECT;0;1;OK
10562;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;868.00;14270.00;164.00;1507.00;4.0000;0.0099;319000;CORRECT;0;1;OK
10563;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;2636.00;29586.00;158.00;1850.00;11.0000;0.0105;175600;CORRECT;0;1;OK
10564;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1499.00;5712.00;135.00;458.00;1.1000;0.0511;182900;NEEDS CHECK;0;1;OK
10565;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3074.00;29983.00;552.00;1878.00;1.5000;0.3142;263300;CORRECT;0;1;OK
